stem,image_path,mask_coral_path,source,split
C6_BC_PSb_T3_29nov24_HBenavides_corr,data\final_dataset\train\images\C6_BC_PSb_T3_29nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_BC_PSb_T3_29nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PM_T1_30nov24_CGomez_corr,data\final_dataset\train\images\C6_Gr_PM_T1_30nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PM_T1_30nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PM_T2_30nov24_CGomez_corr,data\final_dataset\train\images\C6_Gr_PM_T2_30nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PM_T2_30nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PM_T3_30nov24_CGomez_corr,data\final_dataset\train\images\C6_Gr_PM_T3_30nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PM_T3_30nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PP_T1_30nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gr_PP_T1_30nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PP_T1_30nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PP_T2_30nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gr_PP_T2_30nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PP_T2_30nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PP_T3_30nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gr_PP_T3_30nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PP_T3_30nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PSa_T1_30nov24_CDaza_corr,data\final_dataset\train\images\C6_Gr_PSa_T1_30nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PSa_T1_30nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PSa_T2_30nov24_CDaza_corr,data\final_dataset\train\images\C6_Gr_PSa_T2_30nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PSa_T2_30nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gr_PSa_T3_30nov24_CDaza_corr,data\final_dataset\train\images\C6_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gr_PSa_T3_30nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gy_EM_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_EM_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_EM_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_EM_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_EM_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_EM_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_EP_T1_27nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gy_EP_T1_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_EP_T1_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gy_EP_T2_27nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gy_EP_T2_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_EP_T2_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gy_EP_T3_27nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gy_EP_T3_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_EP_T3_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gy_ESa_T1_27nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_ESa_T1_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gy_ESa_T2_27nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_ESa_T2_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gy_ESa_T3_27nov24_HBenavides_corr,data\final_dataset\train\images\C6_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_ESa_T3_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C6_Gy_ESb_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_ESb_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_ESb_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_ESb_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_ESb_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_ESb_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_ESb_T3_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_ESb_T3_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_ESb_T3_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PM_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_PM_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PM_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PM_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_PM_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PM_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PM_T3_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_PM_T3_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PM_T3_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PP_T1_27nov24_CDaza_corr,data\final_dataset\train\images\C6_Gy_PP_T1_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PP_T1_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PP_T2_27nov24_CDaza_corr,data\final_dataset\train\images\C6_Gy_PP_T2_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PP_T2_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PP_T3_27nov24_CDaza_corr,data\final_dataset\train\images\C6_Gy_PP_T3_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PP_T3_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PSa_T1_27nov24_CDaza_corr,data\final_dataset\train\images\C6_Gy_PSa_T1_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PSa_T1_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PSa_T2_27nov24_CDaza_corr,data\final_dataset\train\images\C6_Gy_PSa_T2_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PSa_T2_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PSb_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_PSb_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PSb_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PSb_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_PSb_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PSb_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_Gy_PSb_T3_27nov24_CGomez_corr,data\final_dataset\train\images\C6_Gy_PSb_T3_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C6_Gy_PSb_T3_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C6_PB_PP_T2_19nov24_CGomez_Corr,data\final_dataset\train\images\C6_PB_PP_T2_19nov24_CGomez_Corr.jpg,data\final_dataset\train\masks_coral\C6_PB_PP_T2_19nov24_CGomez_Corr.png,coral_bleaching_reefsupport,train
C6_PB_PSb_T1_19nov24_HBenavides_Corr,data\final_dataset\train\images\C6_PB_PSb_T1_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C6_PB_PSb_T1_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C6_PB_PSb_T2_19nov24_HBenavides_Corr,data\final_dataset\train\images\C6_PB_PSb_T2_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C6_PB_PSb_T2_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C6_PB_PSb_T3_19nov24_HBenavides_Corr,data\final_dataset\train\images\C6_PB_PSb_T3_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C6_PB_PSb_T3_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C7_BC_EM_T1_29nov24_CGomez_corr,data\final_dataset\train\images\C7_BC_EM_T1_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_EM_T1_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_BC_EM_T2_29nov24_CGomez_corr,data\final_dataset\train\images\C7_BC_EM_T2_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_EM_T2_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_BC_EM_T3_29nov24_CGomez_corr,data\final_dataset\train\images\C7_BC_EM_T3_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_EM_T3_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_BC_EP_T1_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_EP_T1_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_EP_T1_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_EP_T2_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_EP_T2_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_EP_T2_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_EP_T3_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_EP_T3_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_EP_T3_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_ESa_T1_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_ESa_T1_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_ESa_T1_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_ESa_T2_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_ESa_T2_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_ESa_T2_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_ESa_T3_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_ESa_T3_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_ESa_T3_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_ESb_T1_29nov24_CGomez_corr,data\final_dataset\train\images\C7_BC_ESb_T1_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_ESb_T1_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_BC_ESb_T2_29nov24_CGomez_corr,data\final_dataset\train\images\C7_BC_ESb_T2_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_ESb_T2_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_BC_ESb_T3_29nov24_CGomez_corr,data\final_dataset\train\images\C7_BC_ESb_T3_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_ESb_T3_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_BC_PM_T1_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_PM_T1_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PM_T1_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_PM_T2_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_PM_T2_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PM_T2_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_PM_T3_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_PM_T3_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PM_T3_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_PP_T1_29nov24_HBenavides_corr,data\final_dataset\train\images\C7_BC_PP_T1_29nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PP_T1_29nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_BC_PP_T2_29nov24_HBenavides_corr,data\final_dataset\train\images\C7_BC_PP_T2_29nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PP_T2_29nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_BC_PP_T3_29nov24_HBenavides_corr,data\final_dataset\train\images\C7_BC_PP_T3_29nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PP_T3_29nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_BC_PSa_T1_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_PSa_T1_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PSa_T1_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_PSa_T2_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_PSa_T2_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PSa_T2_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_PSa_T3_29nov24_CDaza_corr,data\final_dataset\train\images\C7_BC_PSa_T3_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PSa_T3_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_BC_PSb_T1_29nov24_HBenavides_corr,data\final_dataset\train\images\C7_BC_PSb_T1_29nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PSb_T1_29nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_BC_PSb_T2_29nov24_HBenavides_corr,data\final_dataset\train\images\C7_BC_PSb_T2_29nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_BC_PSb_T2_29nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PM_T1_30nov24_CGomez_corr,data\final_dataset\train\images\C7_Gr_PM_T1_30nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PM_T1_30nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PM_T2_30nov24_CGomez_corr,data\final_dataset\train\images\C7_Gr_PM_T2_30nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PM_T2_30nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PM_T3_30nov24_CGomez_corr,data\final_dataset\train\images\C7_Gr_PM_T3_30nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PM_T3_30nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PP_T1_30nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gr_PP_T1_30nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PP_T1_30nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PP_T2_30nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gr_PP_T2_30nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PP_T2_30nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PP_T3_30nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gr_PP_T3_30nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PP_T3_30nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PSa_T1_30nov24_CDaza_corr,data\final_dataset\train\images\C7_Gr_PSa_T1_30nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PSa_T1_30nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PSa_T2_30nov24_CDaza_corr,data\final_dataset\train\images\C7_Gr_PSa_T2_30nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PSa_T2_30nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gr_PSa_T3_30nov24_CDaza_corr,data\final_dataset\train\images\C7_Gr_PSa_T3_30nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gr_PSa_T3_30nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gy_EM_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_EM_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_EM_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_EM_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_EM_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_EM_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_EP_T1_27nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gy_EP_T1_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_EP_T1_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gy_EP_T2_27nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gy_EP_T2_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_EP_T2_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gy_EP_T3_27nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gy_EP_T3_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_EP_T3_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gy_ESa_T1_27nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_ESa_T1_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gy_ESa_T2_27nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_ESa_T2_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gy_ESa_T3_27nov24_HBenavides_corr,data\final_dataset\train\images\C7_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_ESa_T3_27nov24_HBenavides_corr.png,coral_bleaching_reefsupport,train
C7_Gy_ESb_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_ESb_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_ESb_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_ESb_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_ESb_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_ESb_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_ESb_T3_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_ESb_T3_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_ESb_T3_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PM_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_PM_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PM_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PM_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_PM_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PM_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PM_T3_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_PM_T3_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PM_T3_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PP_T1_27nov24_CDaza_corr,data\final_dataset\train\images\C7_Gy_PP_T1_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PP_T1_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PP_T2_27nov24_CDaza_corr,data\final_dataset\train\images\C7_Gy_PP_T2_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PP_T2_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PP_T3_27nov24_CDaza_corr,data\final_dataset\train\images\C7_Gy_PP_T3_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PP_T3_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PSa_T1_27nov24_CDaza_corr,data\final_dataset\train\images\C7_Gy_PSa_T1_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PSa_T1_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PSa_T2_27nov24_CDaza_corr,data\final_dataset\train\images\C7_Gy_PSa_T2_27nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PSa_T2_27nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PSb_T1_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_PSb_T1_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PSb_T1_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PSb_T2_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_PSb_T2_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PSb_T2_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_Gy_PSb_T3_27nov24_CGomez_corr,data\final_dataset\train\images\C7_Gy_PSb_T3_27nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C7_Gy_PSb_T3_27nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C7_PB_PM_T1_19nov24_CGomez_Corr,data\final_dataset\train\images\C7_PB_PM_T1_19nov24_CGomez_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PM_T1_19nov24_CGomez_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PM_T2_19nov24_CGomez_Corr,data\final_dataset\train\images\C7_PB_PM_T2_19nov24_CGomez_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PM_T2_19nov24_CGomez_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PP_T1_19nov24_CGomez_Corr,data\final_dataset\train\images\C7_PB_PP_T1_19nov24_CGomez_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PP_T1_19nov24_CGomez_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PP_T2_19nov24_CGomez_Corr,data\final_dataset\train\images\C7_PB_PP_T2_19nov24_CGomez_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PP_T2_19nov24_CGomez_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PP_T3_19nov24_CGomez_Corr,data\final_dataset\train\images\C7_PB_PP_T3_19nov24_CGomez_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PP_T3_19nov24_CGomez_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PSA_T1_19nov24_HBenavides_Corr,data\final_dataset\train\images\C7_PB_PSA_T1_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PSA_T1_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PSA_T2_19nov24_HBenavides_Corr,data\final_dataset\train\images\C7_PB_PSA_T2_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PSA_T2_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PSb_T1_19nov24_HBenavides_Corr,data\final_dataset\train\images\C7_PB_PSb_T1_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PSb_T1_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PSb_T2_19nov24_HBenavides_Corr,data\final_dataset\train\images\C7_PB_PSb_T2_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PSb_T2_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C7_PB_PSb_T3_19nov24_HBenavides_Corr,data\final_dataset\train\images\C7_PB_PSb_T3_19nov24_HBenavides_Corr.jpg,data\final_dataset\train\masks_coral\C7_PB_PSb_T3_19nov24_HBenavides_Corr.png,coral_bleaching_reefsupport,train
C8_BC_EM_T1_29nov24_CGomez_corr,data\final_dataset\train\images\C8_BC_EM_T1_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_EM_T1_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C8_BC_EM_T2_29nov24_CGomez_corr,data\final_dataset\train\images\C8_BC_EM_T2_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_EM_T2_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C8_BC_EM_T3_29nov24_CGomez_corr,data\final_dataset\train\images\C8_BC_EM_T3_29nov24_CGomez_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_EM_T3_29nov24_CGomez_corr.png,coral_bleaching_reefsupport,train
C8_BC_EP_T1_29nov24_CDaza_corr,data\final_dataset\train\images\C8_BC_EP_T1_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_EP_T1_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C8_BC_EP_T2_29nov24_CDaza_corr,data\final_dataset\train\images\C8_BC_EP_T2_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_EP_T2_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C8_BC_EP_T3_29nov24_CDaza_corr,data\final_dataset\train\images\C8_BC_EP_T3_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_EP_T3_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C8_BC_ESa_T1_29nov24_CDaza_corr,data\final_dataset\train\images\C8_BC_ESa_T1_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_ESa_T1_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
C8_BC_ESa_T2_29nov24_CDaza_corr,data\final_dataset\train\images\C8_BC_ESa_T2_29nov24_CDaza_corr.jpg,data\final_dataset\train\masks_coral\C8_BC_ESa_T2_29nov24_CDaza_corr.png,coral_bleaching_reefsupport,train
